Timestamp_Gender_Age_Location_Time_of_class_(pm)_Duration_(min),,,,,
1/3/2022 19:09,Male,16-30,Pakistan,10:30,60
1/3/2022 19:09,Male,16-30,Pakistan,10:00,60
1/3/2022 19:09,Male,16-30,Pakistan,10:00,30
1/3/2022 19:09,Male,30-40,Pakistan,9:30,30
1/3/2022 19:09,Male,16-30,East,9:30,60
1/3/2022 19:09,Male,16-30,Pakistan,10:00,60
1/3/2022 19:09,Male,30-40,Pakistan,10:30,45
1/3/2022 19:09,Male,16-30,West,10:30,30
1/3/2022 19:09,Male,16-30,Pakistan,10:00,60
1/3/2022 19:09,Male,30-40,Pakistan,10:30,45
1/3/2022 19:09,Male,16-30,Pakistan,10:00,60
1/3/2022 19:09,Male,16-30,Pakistan,10:30,60
1/3/2022 19:09,Male,16-30,Pakistan,9:30,30
1/3/2022 19:09,Male,16-30,East,9:30,45
1/3/2022 19:09,Female,30-40,Pakistan,9:30,60
1/3/2022 19:09,Male,16-30,West,10:30,45
1/3/2022 19:09,Female,16-30,Pakistan,10:30,60
1/3/2022 19:09,Male,16-30,Pakistan,10:00,60
1/3/2022 19:09,Male,30-40,Pakistan,10:30,60
1/3/2022 19:09,Female,16-30,East,9:30,45
1/3/2022 19:09,Male,16-30,Pakistan,9:30,30
1/3/2022 19:09,Male,30-40,Pakistan,10:30,60
1/3/2022 19:09,Male,16-30,Pakistan,10:00,45
1/3/2022 19:09,Female,16-30,Pakistan,10:00,45
1/3/2022 19:09,Male,16-30,Pakistan,10:30,60
1/3/2022 19:09,Male,16-30,Pakistan,10:30,45
1/3/2022 19:09,Male,15-30,Pakistan,10:30,60
1/3/2022 19:09,Male,30-40,Pakistan,10:00,45
1/3/2022 19:09,Male,16-30,Pakistan,10:00,30
1/3/2022 19:09,Male,30-40,East,9:30,60
1/3/2022 19:09,Male,16-30,Pakistan,10:30,45
1/3/2022 19:09,Male,16-30,Pakistan,10:00,60
1/3/2022 19:09,Male,16-30,Pakistan,10:00,60
1/3/2022 19:09,Male,30-40,West,10:00,45
1/3/2022 19:09,Male,16-30,Pakistan,10:30,45
1/3/2022 19:09,Female,16-30,Pakistan,9:30,45
1/3/2022 19:09,Female,16-30,West,10:30,45
1/3/2022 19:09,Male,16-30,Pakistan,10:00,60
1/3/2022 19:09,Male,16-30,Pakistan,10:00,45
1/3/2022 19:09,Male,16-30,West,10:30,30
1/3/2022 19:09,Male,30-40,Pakistan,10:00,45
1/3/2022 19:09,Female,16-30,Pakistan,10:30,60
1/3/2022 19:09,Male,16-30,East,9:30,45
1/3/2022 19:09,Male,16-30,Pakistan,9:30,45
1/3/2022 19:09,Male,16-30,Pakistan,10:00,30
1/3/2022 19:09,Male,30-40,Pakistan,9:30,60
1/3/2022 19:09,Male,30-40,West,10:30,45
1/3/2022 19:09,Male,30-40,Pakistan,10:30,60
1/3/2022 19:09,Female,16-30,Pakistan,9:30,60
1/3/2022 19:09,Female,16-30,West,10:30,30
1/3/2022 19:09,Male,16-30,Pakistan,10:00,45
1/3/2022 19:09,Male,30-40,Pakistan,10:00,30
1/3/2022 19:09,Male,16-30,Pakistan,10:00,45
1/3/2022 19:09,Male,16-30,Pakistan,10:30,60
1/3/2022 19:09,Female,16-30,Pakistan,10:00,60
1/3/2022 19:09,Female,16-30,East,9:30,60
1/3/2022 19:09,Male,16-30,Pakistan,10:00,60
1/3/2022 19:09,Male,16-30,Pakistan,9:30,45
1/3/2022 19:09,Male,16-30,Pakistan,10:30,60
1/3/2022 19:09,Male,16-30,Pakistan,10:00,45
1/3/2022 19:09,Male,30-40,Pakistan,10:00,45
1/3/2022 19:09,Female,30-40,Pakistan,10:30,45
1/3/2022 19:09,Male,16-30,West,10:30,45
1/3/2022 19:09,Male,30-40,Pakistan,10:30,60
1/3/2022 19:09,Male,16-30,East,9:30,60
1/3/2022 19:09,Male,16-30,Pakistan,10:30,45
1/3/2022 19:09,Male,40-50,West,10:30,45
1/3/2022 19:09,Male,16-30,Pakistan,10:00,45
1/3/2022 19:09,Female,16-30,Pakistan,10:00,45
1/3/2022 19:09,Male,16-30,Pakistan,9:30,45
1/3/2022 19:09,Male,16-30,Pakistan,10:30,45
1/3/2022 19:09,Male,16-30,Pakistan,9:30,45
1/3/2022 19:09,Male,16-30,Pakistan,10:30,30
1/3/2022 19:09,Male,16-30,West,10:00,45
1/3/2022 19:09,Male,30-40,East,10:30,30
1/3/2022 19:09,Male,16-30,West,10:30,60
1/3/2022 19:09,Male,16-30,Pakistan,10:30,30
1/3/2022 19:09,Male,30-40,Pakistan,10:00,45
1/3/2022 19:09,Male,16-30,Pakistan,10:30,60
